audio_source,audio_path,sampling_rate,transcript,toxicity,split,toxic_spans_text,BIO_Tag,start_sec,end_sec,duration,__row_id,pseudo_speaker_id,duration_recomputed
retrieval,_agW7zGT4nM_67.wav,16000,,0,train,[],[],,,11.548,13903,SPEAKER_00035,11.548
vitosa,vitosa_train_2206.wav,16000,con đĩ mẹ tụi mày đụ mẹ mày tao phan hết ba trăm giây hết mấy thằng lồn,1,train,[],[],,,9.541,13904,,9.541
common_voice,cv_871.wav,16000,"Về ngồi đây, trái tim nghe gõ cửa",0,validation,[],[],,,4.752,13905,SPEAKER_03970,4.752
fosd,fosd_13967.wav,16000,khi nào tôi có thể đi,0,external_non_toxic,[],[],,,1.92,13906,SPEAKER_03823,1.92
retrieval,eAqR-ptRBkk_40.wav,16000,,0,train,[],[],993.378,998.686,5.308,13907,SPEAKER_00013,5.308
fosd,fosd_6777.wav,16000,thực hiện dần việc bỏ cơ chế bộ chủ quản đối với các cơ sở giáo dục đại học,0,external_non_toxic,[],[],,,4.896,13908,SPEAKER_02708,4.896
fosd,fosd_5475.wav,16000,và ông ta rất sống động đúng không,0,external_non_toxic,[],[],,,2.784,13909,SPEAKER_00745,2.784
fosd,fosd_25292.wav,16000,"Cũng may anh ấy yêu Việt Nam , rất thích học hỏi những cái hay , cái mới .",0,train,[],[],,,5.376,13910,SPEAKER_01985,5.376
vitosa,vitosa_validation_887.wav,16000,ui giời ơi vãi lồn vãi lồn vãi lồn vãi lồn,1,validation,[],[],,,8.2919375,13911,,8.2919375
retrieval,0qYT7he8-hk_41.wav,16000,,0,train,[],[],625.986,634.91,8.924,13912,SPEAKER_02383,8.924
fosd,fosd_23232.wav,16000,"Có những cô gái đã chững chạc , là sinh viên các trường đại học , cao đẳng .",0,external_non_toxic,[],[],,,4.656,13913,SPEAKER_00429,4.656
vitosa,vitosa_train_7367.wav,16000,thôi bán tủ lạnh đóng lời con đi má bảy tám ngày trời rồi tao nói biện pháp nhẹ nhàng nha đừng có để tao nổi xung thiên lên áp tinh son bù lon dô nách nha con hà bá,1,train,[],[],,,9.421,13914,,9.421
vitosa,vitosa_test_1558.wav,16000,con yi này biết ăn mục tiêu nè đéo bù qua bên kia đụ má đi rừng ngu vãi lồn farm xong,1,test,"['đéo', 'đụ má', 'ngu vãi lồn']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O']",,,8.973375,13915,,8.973375
retrieval,y-6gIUvZ6f4_49.wav,16000,,0,train,[],[],,,5.66,13916,SPEAKER_00035,5.66
retrieval,eUFVxaNfhzA_20.wav,16000,,0,train,[],[],,,5.084,13917,SPEAKER_03694,5.084
vitosa,vitosa_train_1786.wav,16000,chỉ cần bật app lên và thuê ngay một ông bố đơn thân da đen đít bự siêu dâm là đã giúp tôi không còn phải sục cặc vào mỗi buổi đêm cô đơn nữa mọi người đã thử còn bạn,1,train,[],[],,,8.8958125,13918,,8.8958125
vitosa,vitosa_test_388.wav,16000,khuyên của của thầy đối với các bạn trẻ là hãy cọ xát mình lăng xá mình vào tất cả những.,0,test,[],[],,,7.0,13919,,7.0
fosd,fosd_23939.wav,16000,"Trước đây , các thiếu nữ xăm hình bò cạp , con rít hay một đóa hồng thường là .",0,external_non_toxic,[],[],,,5.736,13920,SPEAKER_00118,5.736
common_voice,cv_786.wav,16000,mà khi đã bị bắt đi rồi thì không thể trở về,0,validation,[],[],,,4.416,13921,SPEAKER_02031,4.416
fosd,fosd_4689.wav,16000,khi nào anh được nghỉ phép,0,validation,[],[],,,2.064,13922,SPEAKER_00157,2.064
vitosa,vitosa_test_1061.wav,16000,nó đẩy thằng lồn sherman rớt xuống dưới đụ má mất luôn cái mắt kính của con nhỏ nhỏ đéo thấy đường trong nguyên một buổi chuyến đi nhỏ đéo thấy đường luôn,1,test,"['thằng lồn', 'đụ má', 'đéo', 'đéo']","['O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O']",,,8.6668125,13923,,8.6668125
vitosa,vitosa_validation_2086.wav,16000,chỉ có nước đi làm đĩ,1,validation,[],[],,,2.887625,13924,,2.887625
fosd,fosd_6323.wav,16000,không còn vé nữa,0,external_non_toxic,[],[],,,1.464,13925,SPEAKER_04490,1.464
fosd,fosd_16059.wav,16000,"Giá bất động sản sẽ lên , nhưng lên một cách bình ổn theo quy luật .",0,train,[],[],,,5.064,13926,SPEAKER_00932,5.064
retrieval,_agW7zGT4nM_98.wav,16000,,0,train,[],[],,,5.788,13927,SPEAKER_00364,5.788
retrieval,S18XXLEo6uE_66.wav,16000,,0,train,[],[],,,13.404,13928,SPEAKER_00035,13.404
vitosa,vitosa_train_5332.wav,16000,kìa coi kìa hôm trước bả chửi tao với mày á mà bây giờ bả thua sạch cái lồn của bả rồi giờ đâu giờ bả ngồi bả móc ống heo kìa mày thấy hông mẹ móc ống heo hả mẹ,1,train,[],[],,,10.2881875,13929,,10.2881875
vitosa,vitosa_train_2009.wav,16000,q qq đơn ca cái đụ con đĩ mẹ nó chứ trứng gì đây ra trứng gì đây,1,train,[],[],,,5.5025625,13930,,5.5025625
fosd,fosd_12776.wav,16000,Miss Robinson,0,external_non_toxic,[],[],,,1.416,13931,SPEAKER_01830,1.416
fosd,fosd_25778.wav,16000,không hoàn toàn không tôi thích lặn bình khí nén,0,external_non_toxic,[],[],,,7.224,13932,SPEAKER_04090,7.224
fosd,fosd_21472.wav,16000,"Một tờ báo Anh nhận được cuộc gọi báo ""tin quan trọng"" xảy ra tại Mỹ, 25 phút trước khi cựu tổng thống John F. Kennedy bị ám sát.",0,train,[],[],,,11.184,13933,SPEAKER_00392,11.184
vitosa,vitosa_train_3194.wav,16000,nhưng cũng đéo thèm hồi sinh luôn đúng là vì lồn đổ bát canh chua anh em xương máu cũng thua cái lồn đụ má bây giờ tao làm phản diện cũng phải có lý do à,1,train,[],[],,,9.52275,13934,,9.52275
fosd,fosd_16340.wav,16000,"Với bạn , hôn nhân không phải là bền vững .",0,external_non_toxic,[],[],,,2.568,13935,SPEAKER_00990,2.568
vitosa,vitosa_test_1892.wav,16000,hé tỏ cái bức xúc đấy ra cho mẹ em là con đã bị cái cảm giác này đấy thì mẹ em cũng rất là ấm áp.,0,test,[],[],,,7.0,13936,,7.0
vitosa,vitosa_train_1562.wav,16000,úi giời ơi đụ má thằng lồn krixi gặp thằng lồn krixi nữa,1,train,[],[],,,8.014625,13937,,8.014625
fosd,fosd_12441.wav,16000,còn phòng không,0,external_non_toxic,[],[],,,1.128,13938,SPEAKER_04748,1.128
retrieval,S18XXLEo6uE_82.wav,16000,,0,train,[],[],,,12.892,13939,SPEAKER_00943,12.892
fosd,fosd_21226.wav,16000,"Tôi đã từng xem trọng hôn nhân , và cũng đã từng .",0,train,[],[],,,5.4,13940,SPEAKER_00392,5.4
retrieval,hrS5Tdh0VTU_53.wav,16000,,0,train,[],[],,,10.172,13941,SPEAKER_05464,10.172
fosd,fosd_20483.wav,16000,chắc chắn rồi ồ ngài có một lời nhắn ở đây,0,train,[],[],,,3.024,13942,SPEAKER_00182,3.024
fosd,fosd_5693.wav,16000,xin lỗi cho tôi hai cốc sô cô la nóng được không,0,external_non_toxic,[],[],,,2.904,13943,SPEAKER_00150,2.904
vitosa,vitosa_train_184.wav,16000,con cặc gì vậy,1,train,[],[],,,6.3791875,13944,,6.3791875
retrieval,mp6jA2Zd8Js_19.wav,16000,,0,train,[],[],2735.842,2745.278,9.436,13945,SPEAKER_01511,9.436
vitosa,vitosa_train_5639.wav,16000,nó béo dễ sợ á tiền nào của nấy địt mẹ nó David không biết ăn cái này được không,1,train,[],[],,,5.9178125,13946,,5.9178125
retrieval,F0FDCeoa41k_28.wav,16000,,0,train,[],[],,,7.804,13947,SPEAKER_00035,7.804
vitosa,vitosa_train_71.wav,16000,tiền góp tiền sách tiền hộ tới mày ơi đóng lòi lồn,1,train,[],[],,,4.89725,13948,,4.89725
fosd,fosd_25077.wav,16000,"Bên cạnh đó , các Tập đoàn than , dầu khí , điện .",0,train,[],[],,,4.104,13949,SPEAKER_01985,4.104
vitosa,vitosa_test_15.wav,16000,thì ở đây cần một sự thoát vai bước ra khỏi một cái sự hạn hẹp để chạm tới một cái gì đó rộng.,0,test,[],[],,,7.0,13950,,7.0
fosd,fosd_12039.wav,16000,khi nào họ làm xong,0,external_non_toxic,[],[],,,1.824,13951,SPEAKER_02720,1.824
vitosa,vitosa_train_6998.wav,16000,má hồi này đúng chẻ luôn á hồi này chẻ vãi lồn chừa quả này nha chừa quả này nha,1,train,[],[],,,10.2019375,13952,,10.2019375
fosd,fosd_848.wav,16000,cám ơn xã hội đã cho chúng ta những con người có tấm lòng,0,train,[],[],,,4.656,13953,SPEAKER_00159,4.656
vitosa,vitosa_train_5595.wav,16000,ở đâu thì người ta không biết là là mỏ vàng nè mỏ dầu mỏ khoáng còn Linda gặp toàn mỏ lồn không hà,1,train,[],[],,,7.284,13954,,7.284
fosd,fosd_12939.wav,16000,khai quật nghĩa địa chiến binh cổ đại,0,train,[],[],,,4.392,13955,SPEAKER_00039,4.392
vitosa,vitosa_train_1258.wav,16000,tao không gặp mày nữa đâu địt má mày đéo thoát được tao đâu hai anh em tao đụ má mày,1,train,[],[],,,8.102,13956,,8.102
fosd,fosd_8406.wav,16000,dong thuyền thả ước mơ,0,external_non_toxic,[],[],,,4.08,13957,SPEAKER_03856,4.08
fosd,fosd_15288.wav,16000,"Nhân viên hàng không đi bay , xách hàng về nhiều vô kể .",0,train,[],[],,,4.224,13958,SPEAKER_00154,4.224
vitosa,vitosa_train_201.wav,16000,như tiktok dậy đó như tiktok dậy đó vãi cả lồn thiệt chứ,1,train,[],[],,,7.237,13959,,7.237
fosd,fosd_269.wav,16000,có tiếng rì rào từ xa đến gần,0,external_non_toxic,[],[],,,2.208,13960,SPEAKER_01896,2.208
fosd,fosd_20758.wav,16000,"Trước đó , bé Thư bị khỉ cắn đến đứt gân tay .",0,train,[],[],,,4.536,13961,SPEAKER_00639,4.536
fosd,fosd_5274.wav,16000,nhà hàng đóng cửa lúc nào,0,external_non_toxic,[],[],,,2.352,13962,SPEAKER_04534,2.352
retrieval,hrS5Tdh0VTU_27.wav,16000,,0,train,[],[],,,10.876,13963,SPEAKER_00035,10.876
vitosa,vitosa_train_2623.wav,16000,oh my god cái pha như vậy mà chạy không được kìa địt mẹ mày,1,train,[],[],,,4.981,13964,,4.981
vitosa,vitosa_train_5767.wav,16000,má tui ấn nhầm fast tại chỗ luôn chứ cái địt mẹ mày đấng simi ạ vãi lồn tui ấn service nhầm thành fast tại chỗ luôn chứ cái ngón tay mập lồn,1,train,[],[],,,10.0713125,13965,,10.0713125
vitosa,vitosa_train_4617.wav,16000,chúng mày ngu như con lợn ấy mày cho tao xin cái hóa đơn của mày mang Đô vào đây xem nào,1,train,[],[],,,5.526,13966,,5.526
fosd,fosd_604.wav,16000,cài đặt lại phần mềm tốn cả ngày,0,train,[],[],,,2.712,13967,SPEAKER_00323,2.712
vitosa,vitosa_train_5648.wav,16000,mày nói đúng rồi đó đụ má trời ơi trời sao nó lộng hành dữ dậy trời liệu rồi giờ sao giờ mẹ,1,train,[],[],,,7.393875,13968,,7.393875
retrieval,mp6jA2Zd8Js_45.wav,16000,,0,train,[],[],3073.218,3079.422,6.204,13969,SPEAKER_01237,6.204
fosd,fosd_15086.wav,16000,"Sau khi thực hiện hành vi man rợ này , Mấy đã bỏ trốn .",0,validation,[],[],,,5.424,13970,SPEAKER_00390,5.424
vitosa,vitosa_test_1821.wav,16000,em nhanh quá em có em có biết rằng cô ấy là người tỷ phú đô la không chỉ vì rằng là trong những năm tháng đầu của bill gates sở cô ấy.,0,test,[],[],,,7.0,13971,,7.0
vitosa,vitosa_validation_155.wav,16000,ngày xưa bố mẹ tôi bắt tôi cắt tóc đéo bao giờ tôi cắt tôi để tóc dài như con gái nhưng mà bác tôi nói một câu là hôm sau địt mẹ mày đầu tôi ba phân ngay,1,validation,[],[],,,6.54475,13972,,6.54475
retrieval,hrS5Tdh0VTU_63.wav,16000,,0,train,[],[],,,5.724,13973,SPEAKER_00779,5.724
fosd,fosd_19391.wav,16000,bạn có thể làm ơn chỉ đường cho tôi cách cổng ba-một không,0,external_non_toxic,[],[],,,4.584,13974,SPEAKER_00318,4.584
fosd,fosd_22564.wav,16000,Động đất tại khu vực này có độ lớn không quá 7 độ richter.,0,train,[],[],,,4.536,13975,SPEAKER_00078,4.536
common_voice,cv_410.wav,16000,Phương,0,train,[],[],,,3.456,13976,SPEAKER_04545,3.456
vitosa,vitosa_train_656.wav,16000,cái lồn má mày thằng chó này mõm mõm đụ má mày nãy giờ mày đéo sủa cái con cặc gì,1,train,[],[],,,6.832125,13977,,6.832125
vitosa,vitosa_train_2469.wav,16000,tao lại bảo cái thằng cha mao đầu nó ba cái chỏm tóc nó cầm cái móc nó xóc ngực cái lồn con đĩ mẹ nhà mày lên địt con mẹ mày theo kiểu ấm cơm như khí mà lí trí phân địt lăn tăn như sóng,1,train,[],[],,,9.67925,13978,,9.67925
fosd,fosd_2445.wav,16000,ảnh vụ bắt cóc nữ sinh ở mỹ,0,train,[],[],,,4.344,13979,SPEAKER_00039,4.344
vitosa,vitosa_train_7558.wav,16000,game này đụ mẹ phải đánh cho mày biết thế nào là địt mẹ mày nước nước biển đánh cho tụi mày biết thế nào là địt mẹ nước biển nó màu gì,1,train,[],[],,,9.121,13980,,9.121
vitosa,vitosa_train_2723.wav,16000,từ lúc xem thầy là thầy quen được ba em rồi đấy sợ thầy vãi cả lồn em ơi,1,train,[],[],,,7.1194375,13981,,7.1194375
common_voice,cv_1929.wav,16000,Lúc nào Phương khỏe bọn Cháu sẽ đến thăm sau ạ,0,validation,[],[],,,4.248,13982,SPEAKER_01280,4.248
fosd,fosd_13094.wav,16000,tôi cần được đánh thức bằng một cuộc gọi đánh thức,0,external_non_toxic,[],[],,,2.52,13983,SPEAKER_01747,2.52
vitosa,vitosa_train_4391.wav,16000,nhỏ hơn những những cái thằng lớp sáu khác bị thằng đụ má mày cùng khối dới nó quýnh luôn mà cái lồn đó bự hơn nó nó đéo dám quýnh xong nó dề nó kêu thằng lồn kia,1,train,[],[],,,9.2445625,13984,,9.2445625
retrieval,ef_lApT7r54_76.wav,16000,,0,train,[],[],,,10.236,13985,SPEAKER_00779,10.236
retrieval,fMfos_YBT0o_5.wav,16000,,0,train,[],[],,,5.436,13986,SPEAKER_02197,5.436
vitosa,vitosa_validation_85.wav,16000,đụ má chuyện không may mắn chắc tui muốn bà ơi,1,validation,[],[],,,4.9954375,13987,,4.9954375
fosd,fosd_10865.wav,16000,công an đùn đẩy thủ phạm thoát,0,external_non_toxic,[],[],,,2.28,13988,SPEAKER_01370,2.28
fosd,fosd_11912.wav,16000,lịch trình chuyến đi ngày mai thì sao,0,external_non_toxic,[],[],,,2.376,13989,SPEAKER_02074,2.376
common_voice,cv_3026.wav,16000,Hơn nữa trong mấy ngày qua,0,validation,[],[],,,4.248,13990,SPEAKER_00093,4.248
vitosa,vitosa_test_1896.wav,16000,cơ bản là họ dừng lại và quay vào bên trong chịu trách nhiệm cho cái gì.,0,test,[],[],,,7.0,13991,,7.0
fosd,fosd_9938.wav,16000,cải tạo nhà chung cư cũ không sử dụng tầng một vào mục đích để ở,0,external_non_toxic,[],[],,,6.096,13992,SPEAKER_00808,6.096
fosd,fosd_2275.wav,16000,chúng tôi có thể đậu xe nhà lưu động của mình ở đâu,0,train,[],[],,,5.28,13993,SPEAKER_00041,5.28
retrieval,mp6jA2Zd8Js_78.wav,16000,,0,train,[],[],3147.49,3158.078,10.588,13994,SPEAKER_00035,10.588
retrieval,y-6gIUvZ6f4_93.wav,16000,,0,train,[],[],,,13.596,13995,SPEAKER_01255,13.596
vitosa,vitosa_train_8501.wav,16000,mà đầu năm thì đéo ai làm chết cá cuối năm cũng đéo nên làm chết cá cho nên là tôi đang chưa dám vệ sinh ừ đéo vệ sinh trông bẩn bể bẩn vãi đái nhưng mấy con cá nó lại sống khỏe bực vãi đái nên là qua tết này đợi,1,train,[],[],,,10.261,13996,,10.261
vitosa,vitosa_train_6145.wav,16000,hai chục chơi luôn địt mẹ mấy thằng lồn lỗ tai cây,1,train,[],[],,,3.908875,13997,,3.908875
fosd,fosd_21560.wav,16000,"Sau khi dùng dao cậy cửa kính , Luyện đột nhập tiệm vàng .",0,validation,[],[],,,5.664,13998,SPEAKER_00827,5.664
fosd,fosd_23278.wav,16000,"Cựu Chủ tịch Tập đoàn Tam Lộc , Điền Văn Hoa bị kết án chung thân .",0,external_non_toxic,[],[],,,4.632,13999,SPEAKER_00534,4.632
vitosa,vitosa_train_4574.wav,16000,ba mẹ mày sinh ra để mày cho mày việc làm đi ăn học đụ má mày đi xăm hình mày đi đua xe đụ má mày lên đây mày chơi roblox mày simp đụ má bây giờ chửi lộn con đĩ,1,train,[],[],,,6.64925,14000,,6.64925
fosd,fosd_4539.wav,16000,tôi nhìn không rõ,0,external_non_toxic,[],[],,,1.536,14001,SPEAKER_04073,1.536
fosd,fosd_12101.wav,16000,tôi phải đến trạm cảnh sát,0,external_non_toxic,[],[],,,2.088,14002,SPEAKER_00840,2.088
fosd,fosd_6724.wav,16000,căn hộ nhỏ của chị sơn ấm áp và đầy hoa,0,train,[],[],,,4.896,14003,SPEAKER_00039,4.896
vitosa,vitosa_validation_63.wav,16000,trời ơi đụ má mấy ổng đánh kiểu đó mà ổng nói lồn gì mình,1,validation,[],[],,,4.418,14004,,4.418
vitosa,vitosa_train_1879.wav,16000,ờ phát còn câu hỏi nào nữa không địt mẹ đi học phí tiền vãi lồn địt mẹ công nhận người nhà tao còn chưa chết mà ổng ấy làm bố mình chết mẹ rồi,1,train,[],[],,,9.6019375,14005,,9.6019375
vitosa,vitosa_validation_618.wav,16000,không bên mướn r đi cái địt con mẹ mày giống như thằng lồn địt mẹ mày ăn trộm địt mẹ cái lồn,1,validation,[],[],,,7.5821875,14006,,7.5821875
vitosa,vitosa_train_3525.wav,16000,nè chưa có hết đâu chờ khúc này mới im nè nữa hả dám bú lồn là phải ăn cứt mới là nam nhi còn ai ngoài duy,1,train,[],[],,,9.73675,14007,,9.73675
retrieval,bPRbkVA9rKo_66.wav,16000,,0,train,[],[],1495.906,1503.646,7.74,14008,SPEAKER_01580,7.74
retrieval,5PJoMB03vwI_43.wav,16000,,0,train,[],[],,,12.22,14009,SPEAKER_00035,12.22
common_voice,cv_821.wav,16000,Hạn chế người nhà đến thăm,0,validation,[],[],,,3.144,14010,SPEAKER_04014,3.144
retrieval,yWzBn8fVY0Q_13.wav,16000,,0,train,[],[],933.442,943.582,10.14,14011,SPEAKER_00013,10.14
fosd,fosd_15838.wav,16000,"Với những dữ liệu trên , diễn biến lãi suất vẫn tương đối yên bình .",0,external_non_toxic,[],[],,,6.744,14012,SPEAKER_02468,6.744
vitosa,vitosa_train_3372.wav,16000,đụ mẹ tao sợ tao vãi linh hồn tụi bây luôn,1,train,[],[],,,5.4215,14013,,5.4215
common_voice,cv_2497.wav,16000,Tối nay Trinh đi ăn với anh để chúc mừng nhé,0,validation,[],[],,,4.86,14014,SPEAKER_00082,4.86
common_voice,cv_1087.wav,16000,em mới quát thảo,0,validation,[],[],,,2.628,14015,SPEAKER_03366,2.628
fosd,fosd_4926.wav,16000,anh ta thích phim lãng mạn,0,external_non_toxic,[],[],,,1.68,14016,SPEAKER_05070,1.68
vitosa,vitosa_train_5650.wav,16000,đây đây bay vào đây bay vào đây đây đây đây đéo có luôn ok man đéo có luôn tất cả cũng đéo có luôn ok,1,train,[],[],,,9.157,14017,,9.157
fosd,fosd_6603.wav,16000,như vậy thật tuyệt nó giá bao nhiêu,0,external_non_toxic,[],[],,,2.784,14018,SPEAKER_00514,2.784
vitosa,vitosa_train_3453.wav,16000,vãi lồn Allu nằm xuống rồi bây giờ thì chưa nhận được ops đến từ vị trí của Fer rất là khó chịu,1,train,[],[],,,5.8514375,14019,,5.8514375
fosd,fosd_15514.wav,16000,"Lúc bắt đầu chuyển sang làm thầu xây dựng , mọi chuyện thay đổi .",0,train,[],[],,,4.824,14020,SPEAKER_00031,4.824
retrieval,0qYT7he8-hk_30.wav,16000,,0,train,[],[],2275.266,2285.694,10.428,14021,SPEAKER_00296,10.428
vitosa,vitosa_train_1523.wav,16000,êm ẩn đợt này tao sẽ cho anh em cắt cái tai của thằng Tiến bịp chặt cái tay của nó để cho nó khỏi bán cờ bạc bịp,1,train,[],[],,,7.333,14022,,7.333
fosd,fosd_25519.wav,16000,"Sau đó , rửa lại bằng miếng bông thứ hai .",0,train,[],[],,,3.504,14023,SPEAKER_01985,3.504
fosd,fosd_24290.wav,16000,"Bên cạnh đó , nhu cầu vốn khách hàng xuất khẩu không nhiều .",0,external_non_toxic,[],[],,,4.152,14024,SPEAKER_01312,4.152
fosd,fosd_11125.wav,16000,vui lòng sử dụng phòng thử đồ ở đằng kia,0,external_non_toxic,[],[],,,2.472,14025,SPEAKER_05141,2.472
fosd,fosd_23913.wav,16000,đây là phí tính theo đầu người cho tất cả mọi người,0,external_non_toxic,[],[],,,4.776,14026,SPEAKER_00071,4.776
fosd,fosd_7871.wav,16000,có thể là lần tới,0,external_non_toxic,[],[],,,1.536,14027,SPEAKER_03842,1.536
fosd,fosd_10128.wav,16000,tình cờ phạm văn lễ và kiều duy dân,0,external_non_toxic,[],[],,,3.744,14028,SPEAKER_00066,3.744
vitosa,vitosa_train_1965.wav,16000,ừa nó nghe nè nó hả tẩy chay con đĩ này đi biết hông con đĩ này nó bán đồ nó lừa đảo người ta biết hông,1,train,[],[],,,7.357,14029,,7.357
vitosa,vitosa_test_1368.wav,16000,đi làm tiếp đi cưng không tao tán chết mẹ mày đó đồ con đĩ chó,1,test,"['chết mẹ mày', 'con đĩ chó']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T']",,,9.10475,14030,,9.10475
fosd,fosd_17516.wav,16000,"Thực tế , giá dầu đang trên đà tăng giá .",0,external_non_toxic,[],[],,,4.248,14031,SPEAKER_02826,4.248
vitosa,vitosa_train_3128.wav,16000,đú đú đú đú cái lồn mẹ mày cái đụ má thằng nào chủ hội tao đặp chết mẹ tụi bây luôn,1,train,[],[],,,6.966,14032,,6.966
retrieval,NbvKJ0b7ppc_2.wav,16000,,0,train,[],[],276.066,289.214,13.148,14033,SPEAKER_03317,13.148
fosd,fosd_14908.wav,16000,đây là thẻ tên địa chỉ đòi hành lý của bạn,0,validation,[],[],,,4.296,14034,SPEAKER_00390,4.296
vitosa,vitosa_train_2859.wav,16000,ngu dì ngu dậy chửi con cặc,1,train,[],[],,,6.925,14035,,6.925
vitosa,vitosa_validation_593.wav,16000,lồn sofa bắt kinh vãi con cặc,1,validation,[],[],,,9.548875,14036,,9.548875
common_voice,cv_3538.wav,16000,sao thích nhập là nhập vào được,0,validation,[],[],,,4.608,14037,SPEAKER_00655,4.608
vitosa,vitosa_test_1311.wav,16000,địt mẹ mày còn nhớ cái vụ về lạng sơn bị đánh chui gầm bi da không hả thằng súc vật,1,test,"['địt mẹ mày', 'thằng súc vật']","['B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T']",,,5.374375,14038,,5.374375
vitosa,vitosa_test_1768.wav,16000,thì làm sao để mà mình mình giúp được người thương của mình nếu.,0,test,[],[],,,7.0,14039,,7.0
fosd,fosd_12187.wav,16000,xin lỗi à,0,external_non_toxic,[],[],,,1.176,14040,SPEAKER_03772,1.176
vitosa,vitosa_train_6717.wav,16000,địt mẹ tụi mày tuổi lồn địt mẹ năm trăm k,1,train,[],[],,,5.101,14041,,5.101
fosd,fosd_2217.wav,16000,chị làm tốt lắm,0,external_non_toxic,[],[],,,1.512,14042,SPEAKER_04845,1.512
fosd,fosd_19248.wav,16000,"Trong số này , tỷ lệ mắc tăng dần theo lứa tuổi .",0,external_non_toxic,[],[],,,3.816,14043,SPEAKER_00229,3.816
common_voice,cv_4390.wav,16000,Cho đến khi từ bên ngoài có một chiếc xe hơi cũ đậu lại,0,validation,[],[],,,5.976,14044,SPEAKER_00082,5.976
fosd,fosd_3054.wav,16000,công việc này cũng không đòi hỏi trình độ lẫn tay nghề chỉ cần người làm chăm chỉ là được,0,external_non_toxic,[],[],,,5.112,14045,SPEAKER_03994,5.112
retrieval,yWzBn8fVY0Q_59.wav,16000,,0,train,[],[],78.306,85.246,6.94,14046,SPEAKER_00013,6.94
fosd,fosd_5772.wav,16000,thứ sáu tuần này các bộ trưởng tài chính G7 sẽ nhóm họp với bộ tài chính mỹ,0,external_non_toxic,[],[],,,7.104,14047,SPEAKER_01981,7.104
vitosa,vitosa_test_27.wav,16000,thói quen thấm gân cô đấy mà họ không thể thay đổi được và một bên kia một bên còn lại không đủ sức.,0,test,[],[],,,7.0,14048,,7.0
vitosa,vitosa_train_7671.wav,16000,là do card màn hình bố mày bị lỗi thôi địt mẹ mày,1,train,[],[],,,10.581625,14049,,10.581625
vitosa,vitosa_train_1638.wav,16000,cái lồn má chơi game để luôn từ từ từ từ vẫn def được vẫn def được vẫn def được anh ơi def được def được,1,train,[],[],,,6.6708125,14050,,6.6708125
fosd,fosd_19109.wav,16000,"Khi tổng hợp , ta thấy rất đơn giản và rõ ràng .",0,train,[],[],,,5.592,14051,SPEAKER_00131,5.592
fosd,fosd_24784.wav,16000,"Theo đó , hình thức kỷ luật là khiển trách .",0,train,[],[],,,3.384,14052,SPEAKER_05225,3.384
vitosa,vitosa_test_582.wav,16000,khẩu trang đầu buồi khẩu trang cứt,1,test,"['đầu buồi', 'cứt']","['O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']",,,3.841,14053,,3.841
vitosa,vitosa_train_3200.wav,16000,cho thầy tới hiểu hông flash light địt mẹ mày flash light nghe cay chưa,1,train,[],[],,,6.2061875,14054,,6.2061875
vitosa,vitosa_test_308.wav,16000,bạn không chỉ là những đợt sóng đó bạn là đại dương mênh mông bạn không chỉ là những hiện tượng.,0,test,[],[],,,7.0,14055,,7.0
vitosa,vitosa_train_7351.wav,16000,đụ má tao nói vậy đó mày tự suy nghĩ đi mày mày,1,train,[],[],,,3.949,14056,,3.949
fosd,fosd_16322.wav,16000,Anh ta gọi tới sở cảnh sát thành phố Salt Lake.,0,external_non_toxic,[],[],,,3.0,14057,SPEAKER_00572,3.0
retrieval,C-elZKgdjmI_64.wav,16000,,0,train,[],[],3351.17,3359.934,8.764,14058,SPEAKER_02347,8.764
vitosa,vitosa_train_8077.wav,16000,hông có xỉn mà mày kêu tao xỉn là con chó gì rất là tỉnh tỉnh táo dữ lắm rồi mày quá tồi con chó,1,train,[],[],,,11.8735625,14059,,11.8735625
fosd,fosd_24145.wav,16000,"Mọi người sẽ quên , nhưng có lẽ Trần Tiến sẽ không quên .",0,external_non_toxic,[],[],,,4.632,14060,SPEAKER_00156,4.632
fosd,fosd_9444.wav,16000,đức nhật thúc đẩy kinh tế,0,external_non_toxic,[],[],,,2.064,14061,SPEAKER_04462,2.064
vitosa,vitosa_validation_1657.wav,16000,đụ má mọi người có ai bao giờ thấy cái con gà mà nhìn vô duyên giống vậy hông,1,validation,[],[],,,3.55375,14062,,3.55375
